News_Data,Labelling
"RUU Penyesuaian Pidana, Beri Obat Gugurkan Janin Korban Perkosaan Tak Dipidana",Negative
,
Kapolda Banten Lepas Bantuan untuk Korban Bencana di Aceh-Sumut-Sumbar,Positive
,
Pemkab Badung Lanjutkan Penataan Kabel & Sungai Demi Perkuat Pariwisata,Positive
,
"Polri Kembali Kirim 5,9 Ton Bantuan Logistik ke Aceh, Sumut, dan Sumbar",Positive
,
"Suap Ibu Negara Korsel, Pemimpin Gereja Unifikasi Mulai Diadili",Negative
,
Kementerian PU Kerahkan Personel & Alat Berat Atasi Bencana Aceh-Sumatera,Positive
,
CT ARSA Salurkan Donasi Ratusan Juta untuk Bencana Banjir dan Longsor Sumatera,Positive
,
"Viral Ribuan Ikan Mati di Perairan Sayung, DLH Demak Duga Imbas Pembangunan Tol",Negative
,
"Bupati Badung Ajak Banyak Pihak Bantu Veteran, Lansia dan Disabilitas",Positive
,
Video Tito Sebut Ada Pemda Nggak Kompak Koordinasi Antisipasi Bencana,Neutral
,
"Kirim Pasukan ke Sumatera, Wakapolri Cerita Pengalaman Saat Tsunami Aceh-Palu",Neutral
,
Momen Prabowo dan Pengungsi Banjir Aceh Foto Bareng di Posko,Neutral
,
"Eks Dirut Inhutani V Akui Terima Rp 2,5 M Buat Beli Stik Golf-Rubicon",Negative
,
Update Korban Banjir-Longsor di Sumut: 240 Orang Tewas dan 182 Hilang,Negative
,
Video Heli Tembus Pining: Bantuan Akhirnya Sentuh Daerah Terisolir Banjir Aceh,Positive
,
KPK Panggil Anggota DPRD Provinsi Riau Terkait Korupsi Abdul Wahid,Negative
,
Ketum Bhayangkari Beri Bantuan hingga Hibur Anak-anak Korban Bencana di Tapanuli Tengah,Positive
,
Perang Ukraina Untungkan Produsen Senjata,Neutral
,
"Alur Mengundurkan Diri dari Magang Nasional, Cek Informasinya!",Neutral
,
Prabowo Lesehan Dengarkan Keluhan Korban Banjir di Aceh,Neutral
,
Antrean Panjang Warnai Jalan Rusak Pascabanjir Bandang di Agam,Negative
,
Pelestarian Tradisi Bali Menguat di Karya Ngenteg Linggih Banjar Geria,Neutral
,
"Panduan Cara Ikut Lelang KPK: Cek Jadwal, Katalog, Link Resmi",Neutral
,
"Pertama di Indonesia Campus Immigration Point, Lokasinya di Undip Semarang",Positive
,
Ditlantas Polda Riau Kirim Bantuan Beras-Pakaian untuk Korban Bencana Sumbar,Positive
,
"Operasi Zebra 2025 Berakhir: Catat 1,9 Juta Penindakan, Didominasi ETLE-Teguran Humanis",Neutral
,
Kementerian PU Perbaiki Tol Medan-Kualanamu-Tebing Tinggi Terdampak Longsor,Positive
,
"Kapolri Patroli Udara, Tinjau Area Terdampak Banjir di Tapanuli Tengah",Neutral
,
"Rapat Bareng COO Danantara, Andre Rosiade: Salut Kerja BUMN di Daerah Bencana",Neutral
,
KPK Panggil Istri Eks Sekjen Kemnaker Terkait Korupsi Izin TKA,Negative
,
DPD Gerindra Sumbar Salurkan Bantuan Air Bersih ke Korban Banjir Padang,Positive
,
"Tarif Listrik Desember 2025 per kWh, Cek Biayanya!",Neutral
,
"Prabowo Tinjau Jembatan Pantai Dona Aceh yang Terputus, Begini Kondisinya",Negative
,
"Hari Jadi Polairud, Polda Jateng Doa Bersama untuk Korban Bencana Aceh-Sumut-Sumbar",Neutral
,
Mabes Polri Kerahkan Personel Tanggap Darurat Bantu Tangani Bencana Sumatera,Positive
,
PT SMI-Pemkab Badung Dorong Akselerasi Infrastruktur Jalan Kabupaten,Neutral
,
"Dampak Banjir-Longsor di Sibolga: 44 Tewas, 13 Hilang, dan 231 Rumah Rusak",Negative
,
"Warga Israel Ramai-ramai Antre Daftar Jadi Warga Portugal, Kenapa?",Neutral
,
"Truk Asin Terguling di Jakut Sempat Bikin Macet, Lalin Terurai Siang Hari",Negative
,
"Banjir Tewaskan 334 Orang, Presiden Sri Lanka Umumkan Keadaan Darurat",Negative
,
"BMKG: Walau Siklon Senyar Kategori Paling Rendah, Dampak Bencana Sangat Besar",Negative
,
"Pemkab Badung Gelontorkan Bansos, Pacu Daya Beli Warga-Perekonomian Lokal",Positive
,
"Kemensos Gelar HUT ke-54 Korpri, Tekankan Kesiapsiagaan ASN Hadapi Bencana",Neutral
,
"Agam Luluh Lantak Pascabencana: Rumah Terbenam Lumpur, Kayu Berserakan",Negative
,
PKB Soroti Gelondongan Kayu di Bencana Sumatera: Itu Bukan Alamiah,Neutral
,
Kapolri Serahkan 8 Truk Bantuan untuk Korban Bencana di Tapteng,Positive
,
Rakor Nasional Siapkan Strategi Pengamanan Jelang Natal dan Tahun Baru,Neutral
,
Momen Prabowo Sapa hingga Peluk Korban Bencana di Tapteng Sumut,Neutral
,
Video: Kebakaran RS Pengayoman Berasal dari Gudang Logistik,Negative
,
"Pemotor Ngeyel Lawan Arah di Cibinong, Berakhir Ban Motornya Diangkat Polisi",Negative
,
"Prabowo Tiba di Bandara Alas Leuser, Bakal Cek Jembatan Putus di Kutacane",Neutral
,
"BayRun For Charity Himpun Rp 3,2 Miliar untuk Bangun Akses Air Bersih NTT",Positive
,
Geger Kepala SMP di Cilincing Ditemukan Tewas di Sekolah,Negative
,
"Halte TransJ di Tanjung Priok Ditabrak Truk, Koridor 10 dan 12 Dialihkan",Negative
,
RUU Penyesuaian Pidana Bakal Masukkan Pasal-pasal Terkait Narkotika,Neutral
,
Momen Haru Warga Tapteng Korban Banjir Video Call Keluarga Pertama Kali,Positive
,
Gus Ipul Dampingi Presiden Tinjau Banjir dan Pastikan Bantuan Mengalir,Positive
,
Kapolda Metro Hadiri Doa Bersama untuk Korban Bencana Sumatera di Jakut,Positive
,
Viral Lutung Jawa Muncul di Atap Rumah Warga Depok,Neutral
,
Video: Detik-detik Angin Puting Beliung Rusak Puluhan Rumah di Sekeloa Bandung,Negative
,
Walkot Jakbar Uus Kuswanto Bakal Gantikan Marullah Jadi Sekda DKI,Neutral
,
"Mendagri soal Bencana Sumut: Terjadi Sangat Cepat, Mungkin Kita Kurang Siap",Negative
,
Kronologi Kebakaran Gudang Logistik RS Pengayoman Jaktim,Negative
,
Kapolri Ungkap Arahan Prabowo Saat Tinjau Korban Bencana di Tapteng,Neutral
,
Kapolri Dampingi Presiden Cek Lokasi Pengungsian Korban Banjir di Tapanuli Tengah,Neutral
,
Konflik PBNU: Ujian 'Maturity' dalam Transformasi Digital,Neutral
,
Video Seperti Apa Bencana yang Murni Disebabkan oleh Alam?,Neutral
,
Brutal! Pemukim Israel Serang 4 Warga Asing di Tepi Barat,Negative
,
Prabowo: Semua Daerah Harus Siap Menghadapi Perubahan Iklim,Neutral
,
"6 Jenazah Korban Banjir di Agam Sumbar Teridentifikasi, Ini Daftarnya",Negative
,
Momen Paus Leo XIV Hadiri Liturgi Ilahi Pertama di Istanbul,Neutral
,
"Usai Tapteng, Prabowo Lanjut Tinjau Pengungsian di Kutacane Aceh",Neutral
,
"Ada 4 Hari Long Weekend di Desember 2025, Catat Tanggalnya!",Positive
,
Bupati Cirebon Paparkan Lima Komitmen Perkuat Iklim Investasi,Neutral
,
Video: Korban Tewas Bencana di Sumatera Lebih dari 400 Orang,Negative
,
Kebakaran Gudang Logistik RS Pengayoman Jaktim Diduga gegara Korsleting,Negative
,
Pengabdian Briptu Ram Bantu Warga sebagai Penggali Kubur di Keerom Papua,Neutral
,
BNPB: 40 Km Jalur Tarutung-Sibolga Sudah Bisa Ditembus Alat Berat,Positive
,
"Pakai Heli, Bantuan Sentuh Pining Aceh yang Terisolir Akibat Banjir",Positive
,
Prabowo Prioritaskan BBM ke Lokasi Bencana: Listrik Juga Sebentar Lagi,Positive
,
"Gubernur Jateng Kirim Bantuan Rp 1,3 Miliar untuk Korban Bencana Sumatera",Positive
,
"10 Twibbon Hari AIDS Sedunia 2025 Terbaru, Yuk Pasang di Medsos!",Neutral
,
"Kebakaran RS Pengayoman Terjadi di Gudang, 28 Pasien Aman",Negative
,
"Pemotor Mencurigakan Disergap Polisi di Jaktim, Ternyata Bawa Sinte",Negative
,
"Ada Penyesuaian Pola Perjalanan Kereta per 1 Desember, Simak Infonya!",Neutral
,
Video: Situasi Terkini RS Pengayoman Cipinang Jaktim Usai Terbakar,Negative
,
Upaya Dongrak Investasi Lewat Cirebon Investment Summit 2025,Positive
,
Sedan Nyebur ke Kali di Jl Raya Bogor Depok Usai Gagal Hindari Mobil,Negative
,
"Hari AIDS Sedunia 2025: Latar Belakang, Tema hingga Pesan Utama",Neutral
,
28 Pasien Dievakuasi Saat Kebakaran Gudang di RS Pengayoman Jaktim,Negative
,
Prabowo Sempat Temui Pengungsi di Tapteng: Mereka Masih Syok,Negative
,
1 Desember 2025 Memperingati Hari Apa? Ini Daftar Hari Pentingnya,Neutral
,
"Kebakaran di RS Pengayoman Berasal dari Gudang Logistik, Api Sudah Padam",Negative
,
Polisi Tangkap Buron Maling Motor Tangerang di Jakut,Negative
,
"Usai dari Tapteng, Prabowo Lanjut ke Aceh untuk Tinjau Warga Korban Bencana",Neutral
,
"Prabowo Tinjau Korban Bencana di Tapteng, Janji Segera Atasi Kesulitan",Positive
,
"Potret Prabowo Tiba di Sumut, Tinjau Lokasi Terdampak Banjir-Longsor",Neutral
,
Mendagri Gelar Rakor Bahas Antisipasi Bencana-Persiapan Natal dan Tahun Baru,Neutral
,
159 Orang Hilang Usai Kebakaran Apartemen Hong Kong Dipastikan Selamat,Negative
,
Video: Viral Pelatih Taekwondo Dipukul Pemotor Lawan Arah di Jaksel,Negative
,
"Gunung Semeru 3 Kali Erupsi Pagi Ini, Tinggi Awan Panas Capai 900 Meter",Negative
,
Polisi Targetkan Periksa Siswa Pelaku Ledakan SMAN 72 Pekan Depan,Negative
,
"Bus Sekolah Terperosok di Ciputat, 10 Anak Dipindahkan ke Angkot",Negative
,
PKB Nilai Banjir Aceh-Sumut Sudah Penuhi Kriteria Bencana Nasional,Neutral
,
Paus Leo: Negara Palestina Jadi Satu-satunya Solusi Konflik dengan Israel,Positive
,
"Prabowo Soroti Siswa Kurang Ajar, Komisi X DPR Minta Ortu Dukung Guru Tegas",Neutral
,
"Tiba di Silangit Sumut, Prabowo Lanjut Naik Helikopter Menuju Tapteng",Neutral
,
"Bus Sekolah Kejeblos Jalan Amblas di Ciputat, Lalin Sempat Macet",Negative
,
Saling Bantah Buntut 'Pencopotan' Ketum PBNU Gus Yahya,Neutral
,
"Korban Meninggal Akibat Bencana di Agam 120 Orang, 74 Masih dalam Pencarian",Negative
,
Gelondongan Kayu di Bencana Sumatera Dalam Sorotan Senayan,Negative
,
Sejumlah Wilayah Masih Terisolasi Akibat Banjir Aceh-Sumut-Sumbar,Negative
,
"RS Pengayoman Cipinang Jaktim Kebakaran, 11 Mobil Damkar Dikerahkan",Negative
,
"Kapolri Pimpin Rakor Bencana di Tapanuli Utara, Pastikan Penanganan Terkoordinasi",Neutral
,
Waka Komisi VIII DPR Bicara Urgensi Penetapan Bencana Nasional Sumatera,Neutral
,
Video: Melihat Jalan di Jakarta Pusat yang Puluhan Tahun Tak Beraspal,Negative
,
"WNI Korban Jiwa Kebakaran Hong Kong Terus Bertambah, Ini 5 Faktanya",Negative
,
Titik-titik Kepadatan Lalin di Tol Arah Jakarta Pagi Ini,Negative
,
"Update Korban Bencana Aceh-Sumut-Sumbar: 442 Orang Tewas, 402 Masih Hilang",Negative
,
Gelombang penyakit ancam anak-anak korban banjir Sumatra di tengah capaian imunisasi dasar yang sangat rendah,Negative
,
"Detik-detik kematian anak di Yahukimo akibat 'granat yang dibawa drone', 'Dia pelajar, bukan anggota TPNPB'",Negative
,
Warga meninggal saat rebutan beras bantuan banjir di gudang Bulog Tapanuli Tengah – 'Pembelajaran cadangan pangan itu penting',Negative
,
Kesaksian masyarakat di daerah terisolir di Aceh Tengah – 'Stok sembako hanya dua sampai tiga hari lagi',Negative
,
"Setidaknya 770 orang meninggal dunia, pemerintah berkukuh tak tetapkan bencana nasional di Sumatra",Negative
,
Penampakan kayu gelondongan yang hanyut bersama banjir di Sumatra,Negative
,
"Foto-foto sebelum dan sesudah banjir melanda Aceh, Sumbar, dan Sumut",Negative
,
"Pengakuan warga Kabupaten Agam, Aceh Tengah dan Tapanuli Tengah yang terisolasi – 'Demi makan, kami harus menembus kubangan lumpur''",Negative
,
"'Salah satu kebakaran paling mematikan di Hong Kong' – Sembilan WNI tewas, apa saja yang telah diketahui?",Negative
,
"Pembakaran mahkota cenderawasih, pemburuan ilegal, dan jejak Alfred Wallace di Papua – 'Kalau mau jaga burung ini, jaga juga manusianya'",Negative
,
'Mama saya meninggal dalam keadaan salat' – Akhir perjuangan anak mencari sang ibu yang hilang di tengah banjir bandang Sumbar,Positive
,
Prabowo didesak tetapkan banjir dan longsor di Sumatra sebagai bencana nasional – 'Masyarakat sampai menjarah demi bertahan hidup',Negative
,
"Perjuangan seorang ibu dan tiga anaknya lolos dari maut saat banjir melanda Palembayan, Sumbar",Negative
,
"Ribuan orang mengungsi akibat banjir dan longsor di Sumatra Utara, akibat perusakan hutan atau cuaca ekstrem?",Negative
,
"Gus Yahya 'menolak mundur' dari Ketum PBNU, warga NU desak elit NU lakukan islah – 'Ribut-ribut di PBNU membuat kami malu'",Neutral
,
Eks Dirut ASDP Ira Puspadewi resmi bebas dari rutan KPK – Bagaimana perjalanan kasusnya?,Positive
,
Menhan Sjafrie sebut Bandara IMIP di Morowali 'anomali' – Apa itu bandara khusus?,Negative
,
Membuat BBM dari sampah plastik di Cimahi – Solusi untuk masyarakat?,Positive
,
'Celana saya basah dengan darah' – Cerita petani di Bengkulu Selatan yang diduga ditembak karyawan perusahaan sawit,Negative
,
'Hapus sekarang!' – Cerita warga yang diretas usai unggah kritik di media sosial,Negative
,
Jerit warga yang hidup dalam kepungan polutan beracun PLTU,Negative
,
UU tentang DPR digugat ke MK 'agar warga bisa usulkan pemberhentian anggota dewan' – Seberapa mungkin dikabulkan hakim?,Neutral
,
Ibu dan bayi di kandungan meninggal usai ditolak empat rumah sakit – 'Inilah bobrok pelayanan kesehatan di Papua',Negative
,
'Menghindari begal dan terancam harimau' – Kisah di balik penemuan tanaman langka Rafflesia hasseltii di Sumatra,Positive
,
"Nasib warga di megaproyek 'hijau' terbesar dunia di Kalimantan – 'Jangan mati dulu, kuburanmu nanti digusur'",Negative
,
"Gunung Semeru erupsi, kesaksian saat pendakian Ranu Kumbolo – 'Kami harus mengambil keputusan berani'",Negative
,
Cerita petugas damkar menolong korban KDRT hingga kasus pencurian – Mengapa masyarakat lebih memilih lapor ke damkar ketimbang polisi?,Positive
,
"Darurat perundungan di Indonesia – 'Anak saya meninggal karena bullying, apa tanggung jawab sekolah?'",Negative
,
"Menaker batal umumkan kenaikan UMP 2026 pada 21 November 2025, kelompok buruh tetap menuntut naik 10,5%",Neutral
,
"Putusan MK larang polisi duduk di jabatan sipil, polisi dituntut mematuhinya – 'Pemerintah cuma mau menjalankan, kalau bermanfaat buat mereka'",Neutral
,
"Empat tahanan politik Sorong divonis tujuh bulan penjara – 'Mereka cuma antar surat, tapi dituduh berencana makar'",Neutral
,
"Pelaku peledakan di SMAN 72 Jakarta 'tergabung dalam grup True Crime Community', kata BNPT – 'Dia meniru supaya bisa dibilang hebat'",Negative
,
"Kemelut Proyek Strategis Nasional: letupan konflik, janji yang tak sampai, dan lingkaran para pengusaha kaya",Neutral
,
Blunder ucapan Cucun 'tak perlu ahli gizi' di program MBG – Semata kekurangan ahli gizi atau penghargaan yang kurang?,Negative
,
"Longsor di Cilacap, total 18 orang ditemukan meninggal dunia, lima orang masih dicari – 'Saya terseret sampai 15 meter, saya tidak bisa bergerak'",Negative
,
"DPR sahkan RUU KUHAP jadi Undang-Undang, aktivis kritik pasal 'ugal-ugalan' dan 'merebut paksa kemerdekaan diri warga'",Negative
,
Mahasiswa diskorsing gara-gara gelar diskusi 'Soeharto bukan pahlawan' – Orde Baru bangkit kembali?,Negative
,
"PN Jakarta Selatan terima eksepsi Tempo – 'Sengketa jurnalistik merupakan ranah Dewan Pers, bukan pengadilan umum'",Neutral
,
"Tim SAR: 27 orang masih dalam pencarian akibat longsor di Banjarnegara, dua meninggal",Negative
,
NASA membuat terobosan sistem peringatan dini tsunami,Positive
,
MK larang polisi aktif duduki jabatan sipil – Apa dampak keputusan ini?,Neutral
,
Penculikan anak berinisial BR dari Makassar sampai Jambi – Mengapa anak dan masyarakat adat rawan jadi korban eksploitasi?,Negative
,
"Konsumsi gula berlebihan, pasien cuci darah menyesal 'setiap hari minum kopi dan teh kemasan'",Negative
,
Pendudukan Palestina serta hubungan pemerintah Indonesia dengan Israel,Neutral
,
"Pengakuan petugas MBG – 'Tak punya kontrak kerja, jam kerja tak menentu, dan telat terima gaji'",Negative
,
Pemerintah hendak batasi gim tembak-menembak usai ledakan SMA 72 Jakarta – Apakah itu langkah tepat?,Positive
,
"Umrah mandiri makin populer dan dilegalkan pemerintah, mengapa biro perjalanan tidak setuju?",Neutral
,
Soeharto resmi jadi pahlawan nasional – Mengapa Prabowo menetapkannya di awal pemerintahannya?,Neutral
,
Apa bukti Soeharto terlibat pembantaian massal 1965?,Neutral
,
Roy Suryo dkk jadi tersangka kasus tudingan ijazah palsu Jokowi – Apa perkembangan terbaru polemik keaslian ijazahnya?,Negative
,
Warga Baduy ditolak berobat di rumah sakit setelah dibegal karena tidak punya KTP – Bagaimana negara menjamin hak kesehatan masyarakat adat?,Negative
,
"Prabowo klaim proyek kereta cepat tidak bermasalah, ingin menutupi dugaan korupsi Whoosh?",Negative
,
"Belasan orang tewas dan delapan lainnya hilang akibat banjir dan longsor di Nduga, Papua",Negative
,
"KPK tetapkan Gubernur Riau Abdul Wahid tersangka kasus pemerasan, diduga minta 'jatah preman' Rp7 miliar",Negative
,
Pria dianiaya hingga tewas karena tidur di Masjid Agung Sibolga – Apakah fungsi masjid hanya sebatas rumah ibadah?,Negative
,
"Karut marut penambangan emas ilegal di Merangin, Jambi – Antara berkah dan petaka",Negative
,
"Prabowo janji akan bayar utang Whoosh Rp1,2 triliun per tahun – Apakah ini solusi terbaik selesaikan beban utang proyek ini?",Negative
,
"Temuan dua kerangka di gedung yang terbakar di Kwitang, Jakarta – Bagaimana kaitannya dengan demonstran yang masih hilang?",Negative
,
Otorita IKN sebut tambang dan kebun ilegal caplok area IKN – Kenapa baru disuarakan sekarang?,Neutral
,
"Tiga pelajar di Sukabumi dan Sawahlunto bunuh diri, mengapa bunuh diri di kalangan remaja marak terjadi?",Negative
,
Di balik film Rangga & Cinta – Kenapa tak biarkan saja Gen-Z punya memorinya sendiri?,Positive
,
DPRD tolak pemakzulan Bupati Pati Sudewo,Negative
,
"Video,
Bersepeda dari Inggris ke Australia, singgah di Indonesia – Menapaki jejak sang ayah 40 tahun lalu
, Durasi 3,41",Neutral
,
"Petisi untuk batalkan TKA 2025 – 'Persiapan tiga bulan, kami belum siap'",Neutral
,
"Atap bangunan pesantren di Situbondo roboh, satu orang meninggal dan belasan terluka – Kenapa berulang?",Negative
,
Mendagri Tito Karnavian ancam berhentikan kepala daerah yang tak dukung program strategis nasional – Apakah bisa demikian?,Neutral
,
Elegi Suku Malind Anim di balik PSN Merauke – 'Sedang dalam pemusnahan',Neutral
,
Pro-kontra fotografer di ruang publik – Pelanggaran privasi?,Neutral
,
Purbaya hendak terbitkan aturan berantas pakaian bekas impor – Kenapa produk ilegal itu sulit ditangani?,Positive
,
"Prabowo siap kirim pasukan perdamaian ke Gaza, Netanyahu berkata 'Israel yang menentukan'",Positive
,
"Disekap, disetrum, dan dipukul hingga babak belur: Pengakuan WNI yang menyelamatkan diri dari perusahaan scam di Kamboja",Negative
,
"Pasukan internasional tidak akan mau menegakkan perdamaian di Gaza, kata Raja Yordania",Negative
,
Kontradiksi gelar pahlawan nasional untuk Marsinah dan Soeharto – 'Ini manipulasi politik dan sejarah yang luar biasa',Neutral
,
Bahasa Portugis masuk sekolah – 'Pengajar di Indonesia tidak sampai lima orang',Neutral
,
"Prabowo restui pembentukan Ditjen Pesantren di Kemenag, apa urgensinya?",Neutral
,
"Tolak atlet Israel, Indonesia disanksi penyelenggara Olimpiade – Bagaimana kontroversinya?",Neutral
,
"Mikroplastik dalam air hujan di Jakarta – 'Bukan air hujannya yang berbahaya, tapi udaranya'",Negative
,
WNA kini bisa jadi bos BUMN – Apa untung dan ruginya untuk Indonesia?,Neutral
,
Kampung di Buton meminjam aksara Korea demi lestarikan bahasa Cia-Cia yang terancam punah – Berhasilkah mereka?,Neutral
,
Prabowo ingin Indonesia punya mobil nasional dalam tiga tahun – Apa yang bisa dipelajari dari kegagalan mobil Timor dan Esemka?,Neutral
,
'Sekarang sudah lega' – Mengapa putusan MK jadi kabar bahagia masyarakat adat yang tinggal di hutan?,Neutral
,
Kematian mahasiswa Timothy Anugerah dan dugaan perundungan di Universitas Udayana,Negative
,
Indonesia pulangkan dua warga UK terpidana mati dan seumur hidup kasus narkoba – Apa alasannya?,Neutral
,
"Eks Kapolres Ngada divonis 19 tahun penjara, terbukti cabuli tiga anak dan unggah video di situs porno Australia",Negative
,
"Operasi CIA di Indonesia: Film porno, daftar perburuan komunis, hingga Metode Jakarta",Neutral
,
'Warga menjaga guru seperti darah daging mereka' – Siapa sebenarnya yang membunuh guru Melani Wamea di Yahukimo?,Negative
,
Sekolah-sekolah yang mengelola dapur mandiri di tengah ribuan kasus keracunan MBG,Negative
,
Survei kinerja Prabowo – Apakah gelombang unjuk rasa diperhitungkan dan sejauh mana bias dalam klaim kepuasan publik?,Neutral
,
"Bagaimana militer, pengusaha, dan partai politik menopang kekuasaan Prabowo Subianto?",Neutral
,
"Setahun pemerintahan Prabowo – Citra 'kakek gemoy' berakhir, karakter militeristis kembali tampil",Neutral
,
Dilema pembangunan di Mandalika – Haruskah pariwisata Lombok meniru Bali?,Neutral
,
Setahun pemerintahan Prabowo-Gibran – 'Arah balik demokrasi' dan apa saja tantangan yang mungkin dihadapi ke depan?,Neutral
,
Pajak uang pensiun dan pesangon digugat ke MK – 'Mengapa negara tega?',Negative
,
'Kekerasan seksual di pesantren bukan dibesar-besarkan' – Lebih dari 40.000 santri rentan mengalami kekerasan seksual,Negative
,
'Jangan pisahkan Zahira dengan Mama' – Kisah ibu yang kewarganegaraannya ditolak Indonesia dan Malaysia,Negative
,
PSSI pecat Patrick Kluivert setelah gagal membawa Indonesia lolos ke Piala Dunia 2026,Positive
,
Apakah renovasi Ponpes Al Khoziny di Sidoarjo dapat menggunakan APBN? – 'Jangan sampai niat baik langgar tata kelola',Neutral
,
'Alarm keras' radiasi Cesium 137 – Mengapa pemerintah Indonesia baru bertindak setelah ada laporan dari AS?,Negative
,
Isi percakapan Prabowo dan Trump di KTT Gaza yang terekam dan tersebar – Apa respons Menlu Sugiono?,Neutral
,
"Cerita sarjana yang sulit cari kerja dan mendaftar Program Magang Nasional – 'Tidak apa lari dari jurusan, yang penting kerja'",Negative
,
Foto-foto yang disembunyikan jadi saksi peristiwa kekerasan 1965 – Dari pawai meriah PKI hingga dua jenazah tanpa nama,Negative
,
'Ekosida' Pantura: Bagaimana konversi lahan tani ke industri membunuh mimpi swasembada pangan,Negative
,
Kebijakan 10% etanol pada BBM dikhawatirkan memperparah deforestasi dan konflik lahan,Negative
,
"'Siswa sekolah sempat dipulangkan, tiang listrik bergoyang' – Kesaksian warga Sangihe dan Talaud Sulawesi Utara saat gempa magnitudo 7,4 mengguncang",Negative
,
'Kami diadu perusahaan' – Penyerangan terhadap masyarakat adat penentang PSN Merauke,Negative
,
'Ekosida' di Pantura: 'Kongkalikong' yang menggerus ruang hidup warga pesisir utara Jawa,Negative
